,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
57,57,57,2021-07-09 14:18:06+00:00,Belgium,en,Where are these salafi innovators shouting shirk? https://t.co/3gGv14ILc0,2.0,,Where are these salafi innovators shouting shirk? https://t.co/3gGv14ILc0,salafi innovator shout shirk
58,58,58,2018-12-07 11:25:23+00:00,Poland,en,Paris warns radicals are trying to exploit Yellow Vests &amp; overthrow the... https://t.co/3Y4Whnsctw,2.0,,Paris warns radicals are trying to exploit Yellow Vests &amp; overthrow the... https://t.co/3Y4Whnsctw,paris warns radical try exploit yellow vest overthrow
59,59,59,2018-07-12 19:57:00+00:00,United Kingdom,en,"Hello 
.
.
.
.
.
.
.
#selfie #blackgirlmagic #loveyourself #london #shoreditch #eastlondon #melanin #melaninpoppin #muslimah #influencer #photography #artist #art #beautiful #designer… https://t.co/swIqxdWvyF",2.0,,"Hello 
.
.
.
.
.
.
.
#selfie #blackgirlmagic #loveyourself #london #shoreditch #eastlondon #melanin #melaninpoppin #muslimah #influencer #photography #artist #art #beautiful #designer… https://t.co/swIqxdWvyF",hello #selfie #blackgirlmagic #loveyourself #london #shoreditch #eastlondon #melanin #melaninpoppin #muslimah #influencer #photography #artist #art #beautiful #designer
60,60,60,2020-06-01 10:21:37+00:00,United Kingdom,en,"@muslimah_han It's hard because people get into semantics... But essentially I would tell them they are confusing racism with prejudice.
You can be prejudiced against white people for all the shit we've done and still do, but to be racist against ""white"" isn't possible since it's not a race",2.0,,"@muslimah_han It's hard because people get into semantics... But essentially I would tell them they are confusing racism with prejudice.
You can be prejudiced against white people for all the shit we've done and still do, but to be racist against ""white"" isn't possible since it's not a race",hard people get semantics essentially would tell confuse racism prejudice prejudice white people shit we've still racist white possible since race
61,61,61,2021-11-18 22:17:43+00:00,United Kingdom,en,"@tartini_sonata @SAK_Inayah @MecrantB @mohammed_hijab @DouglasKMurray What?

UK education policy that all major religions are studied in UK curriculum - every British child has to learn about Islam before the age of 16, by law.

The only exception was madrassa muslim schools, where teaching about other religions and atheism was previously banned.",2.0,,"@tartini_sonata @SAK_Inayah @MecrantB @mohammed_hijab @DouglasKMurray What?

UK education policy that all major religions are studied in UK curriculum - every British child has to learn about Islam before the age of 16, by law.

The only exception was madrassa muslim schools, where teaching about other religions and atheism was previously banned.",education policy major religion study curriculum every british child learn islam age law exception madrassa muslim school teach religion atheism previously ban
62,62,62,2018-12-30 20:59:25+00:00,United Kingdom,en,"I put on my durag, she did up her hijab",2.0,,"I put on my durag, she did up her hijab",put durag hijab
63,63,63,2020-02-18 07:54:55+00:00,United Kingdom,en,"@MandyLeeDUBHKG Thanks. How do we get feminists worldwide to take up the Uyghur cause? Suggestions for groups or people whose attention we can draw this issue?!
#CloseTheCamps
#MeToo 
#BoycottBeijing2022 
#BoycottHUAWEI",0.0,,"@MandyLeeDUBHKG Thanks. How do we get feminists worldwide to take up the Uyghur cause? Suggestions for groups or people whose attention we can draw this issue?!
#CloseTheCamps
#MeToo 
#BoycottBeijing2022 
#BoycottHUAWEI",thanks get feminist worldwide take uyghur cause suggestion group people whose attention draw issue #closethecamps #metoo #boycottbeijing2022 #boycotthuawei
64,64,64,2021-10-26 16:17:26+00:00,United Kingdom,en,"@ToodlesBand @caringinbristol Bless you, don’t be sorry! Turns out New Radicals songs are well hard to sing so I’m low-key relieved tbh 😅

Hope you’re both feeling better soon - we’ll have to make that Weezer set happen next year 👀",2.0,,"@ToodlesBand @caringinbristol Bless you, don’t be sorry! Turns out New Radicals songs are well hard to sing so I’m low-key relieved tbh 😅

Hope you’re both feeling better soon - we’ll have to make that Weezer set happen next year 👀",bless sorry turn new radical song well hard sing low-key relieved tbh grinning_face_with_sweat hope feel good soon make weezer set happen next year eye
65,65,65,2021-09-03 21:55:21+00:00,The Netherlands,en,"@d17gr_ Salam aleikum wa rahmatullahi wa barakatuh
Allhumduillah for becoming a Muslimah 
if not for Islam 
I wouldn't be alive today",0.0,,"@d17gr_ Salam aleikum wa rahmatullahi wa barakatuh
Allhumduillah for becoming a Muslimah 
if not for Islam 
I wouldn't be alive today",salam aleikum rahmatullahi barakatuh allhumduillah become muslimah islam alive today
66,66,66,2018-10-04 08:48:26+00:00,France,en,"Ya'll ladies need to checkout this page! malazofficial coming out soon.. Stay tune

 #malazofficial #malaz #hijabster #hijab @ Kedai Tudung Malaysia https://t.co/9s0BscYGT5",2.0,,"Ya'll ladies need to checkout this page! malazofficial coming out soon.. Stay tune

 #malazofficial #malaz #hijabster #hijab @ Kedai Tudung Malaysia https://t.co/9s0BscYGT5",ya'll lady need checkout page malazofficial come soon stay tune #malazofficial #malaz #hijabster #hijab kedai tudung malaysia
67,67,67,2018-12-27 12:47:11+00:00,United Kingdom,en,"All this fuss about the @fa taking no action on #Salah diving and no one has shown any concern about the lad's health.
I'm surprised that he played on after that horrendous challenge. 
I really hope he's ok.

🙄

#PrayForSalah",2.0,,"All this fuss about the @fa taking no action on #Salah diving and no one has shown any concern about the lad's health.
I'm surprised that he played on after that horrendous challenge. 
I really hope he's ok.

🙄

#PrayForSalah",fuss take action #salah diving one show concern lad's health i'm surprise play horrendous challenge really hope he's face_with_rolling_eyes #prayforsalah
68,68,68,2021-11-30 10:30:39+00:00,United Kingdom,en,"#BallonDor what a fix if this is for best player in a calendar year then #Messi must of had a unbeatable first 8 cos he only played 7 times scored 1 since joining PSG, @MoSalah was the best player in 2021 but cos he never won a trophy its not right to award him the BALLON D’OR",2.0,,"#BallonDor what a fix if this is for best player in a calendar year then #Messi must of had a unbeatable first 8 cos he only played 7 times scored 1 since joining PSG, @MoSalah was the best player in 2021 but cos he never won a trophy its not right to award him the BALLON D’OR",#ballondor fix best player calendar year #messi must unbeatable first co play time score since join psg best player co never win trophy right award ballon
69,69,69,2020-02-27 20:57:04+00:00,United Kingdom,en,@DominicRaab@foreignoffice - 1 million brutally detained and brainwashed in Xinjiang -people from across the world are counting on you to raise your voice https://t.co/VkRbmNADRT #StandWithUyghurs # CloseTheCamps # UN # HumanRightsCouncil,2.0,,@DominicRaab@foreignoffice - 1 million brutally detained and brainwashed in Xinjiang -people from across the world are counting on you to raise your voice https://t.co/VkRbmNADRT #StandWithUyghurs # CloseTheCamps # UN # HumanRightsCouncil,@dominicraab @foreignoffice million brutally detain brainwash xinjiang people across world count raise voice #standwithuyghurs closethecamps humanrightscouncil
70,70,70,2021-10-12 22:18:03+00:00,United Kingdom,en,"Excellent discussion with HE Ambassador Ümit Yalçın at the @TurkEmbLondon together with @ZaraM01, SG of @MuslimCouncil. We shared MCB’s work &amp; strategic priorities &amp; discussed a wide range of issues from women in leadership over Muslim participation in politics to #islamophobia. https://t.co/vKHcGHwvgH",2.0,,"Excellent discussion with HE Ambassador Ümit Yalçın at the @TurkEmbLondon together with @ZaraM01, SG of @MuslimCouncil. We shared MCB’s work &amp; strategic priorities &amp; discussed a wide range of issues from women in leadership over Muslim participation in politics to #islamophobia. https://t.co/vKHcGHwvgH",excellent discussion ambassador ümit yalçın together share mcb work strategic priority discuss wide range issue woman leadership muslim participation politics #islamophobia
71,71,71,2017-08-06 22:39:22+00:00,United Kingdom,en,I swear we knew this ages ago 😂#sunnah https://t.co/7IJKZIqRDr,2.0,,I swear we knew this ages ago 😂#sunnah https://t.co/7IJKZIqRDr,swear know age ago face_with_tears_of_joy #sunnah
72,72,72,2017-04-22 19:09:52+00:00,United Kingdom,en,This slab of marble represents the place where Prophet Muhammad prayed on the grounds of the Ka'bah on the day of the Conquest of #Makkah https://t.co/Uy55xAwZ8U,2.0,,This slab of marble represents the place where Prophet Muhammad prayed on the grounds of the Ka'bah on the day of the Conquest of #Makkah https://t.co/Uy55xAwZ8U,slab marble represent place prophet muhammad pray ground ka'bah day conquest #makkah
73,73,73,2021-11-18 22:19:31+00:00,United Kingdom,en,"@tartini_sonata @SAK_Inayah @MecrantB @mohammed_hijab @DouglasKMurray I have no problem with my kids being taught by an imam, rabbi etc.

Would you be as happy for your children to be taught a lesson about atheism, evolution and secularism by @RichardDawkins ?",2.0,,"@tartini_sonata @SAK_Inayah @MecrantB @mohammed_hijab @DouglasKMurray I have no problem with my kids being taught by an imam, rabbi etc.

Would you be as happy for your children to be taught a lesson about atheism, evolution and secularism by @RichardDawkins ?",problem kid taught imam rabbi etc would happy child teach lesson atheism evolution secularism
74,74,74,2018-09-06 19:45:37+00:00,United Kingdom,en,"@theresa_may changed her mind on #Brexit, too. Apparently a #Remainer who could see no good reason whatsoever to #LEAVE #EU. Then some #extremists #radicalised her into the blind obedience of #Brexit at any cost, even when perilous to the #UK she is meant to be 1st Minister of! https://t.co/XOs9PLtiIC",2.0,,"@theresa_may changed her mind on #Brexit, too. Apparently a #Remainer who could see no good reason whatsoever to #LEAVE #EU. Then some #extremists #radicalised her into the blind obedience of #Brexit at any cost, even when perilous to the #UK she is meant to be 1st Minister of! https://t.co/XOs9PLtiIC",change mind #brexit apparently #remainer could see good reason whatsoever #leave #eu #extremists #radicalised blind obedience #brexit cost even perilous #uk mean 1st minister
75,75,75,2018-04-26 18:25:38+00:00,France,fr,"@wilyamstyle @davydstyle Belle princesse
#mashallah",2.0,,belle princesse #mashallah,belle princesse #mashallah
76,76,76,2021-11-28 11:37:19+00:00,United Kingdom,en,@jwsal @06JAnk Yes. When you born you are “Muslim”,2.0,,@jwsal @06JAnk Yes. When you born you are “Muslim”,yes bear muslim
77,77,77,2018-12-22 14:17:06+00:00,Greece,en,"#Ansarullah #Greece #Ijtema 2018

#Khuddam &amp; #Ansar who were able to participate in preparations for the event tomorrow. Alhamdulillah https://t.co/8PrAjWs6Q3",2.0,,"#Ansarullah #Greece #Ijtema 2018

#Khuddam &amp; #Ansar who were able to participate in preparations for the event tomorrow. Alhamdulillah https://t.co/8PrAjWs6Q3",#ansarullah #greece #ijtema #khuddam #ansar able participate preparation event tomorrow alhamdulillah
78,78,78,2020-02-29 23:33:33+00:00,United States,en,â€œGas Station Shootingâ€ or #ChristianOutreach to a #Muslim man at a @DeltaGasService in #PomptonPlains #NewJersey: https://t.co/itWd2LJ4AF #DeltaGas https://t.co/40bDho5lVn,2.0,,â€œGas Station Shootingâ€ or #ChristianOutreach to a #Muslim man at a @DeltaGasService in #PomptonPlains #NewJersey: https://t.co/itWd2LJ4AF #DeltaGas https://t.co/40bDho5lVn,œgas station shootingâ #christianoutreach #muslim man #pomptonplains #newjersey #deltagas
79,79,79,2020-02-29 23:42:22+00:00,United States,en,"@SassySculptor @dyro874 @PeteButtigieg I can just see these two locked in a final embrace, as radical muslims toss them off a rooftop https://t.co/PFdroOefgt",1.0,,"@SassySculptor @dyro874 @PeteButtigieg I can just see these two locked in a final embrace, as radical muslims toss them off a rooftop https://t.co/PFdroOefgt",see two lock final embrace radical muslim toss rooftop
80,80,80,2020-02-29 23:58:08+00:00,United States,en,@Breaking911 @CarmineSabia The next European war will be fought against the Muslims and Turkey.,2.0,,@Breaking911 @CarmineSabia The next European war will be fought against the Muslims and Turkey.,next european war fight muslim turkey
81,81,81,2020-02-29 23:59:22+00:00,United States,en,"@WubsNet The New Pope is even better. The Young Pope is in advanced coma and has a transplanted heart from a Muslim man from Egypt. It took 3 hearts to take. A new pope whom they thought had dementia, turned out to be a pope for the poor- dead. Now John Malkovich is pope.",2.0,,"@WubsNet The New Pope is even better. The Young Pope is in advanced coma and has a transplanted heart from a Muslim man from Egypt. It took 3 hearts to take. A new pope whom they thought had dementia, turned out to be a pope for the poor- dead. Now John Malkovich is pope.",new pope even well young pope advance coma transplant heart muslim man egypt take heart take new pope think dementia turn pope poor dead john malkovich pope
